state,district,mandal,latitude,longitude,soil type,rabi,kharif,zaid
Andhra Pradesh,Parvathipuram Manyam,Veeraghattam,18.6885592,83.6095653,Laterite,Chana Dal,Toor Dal,Moong Dal
Andhra Pradesh,Parvathipuram Manyam,Balijipeta,18.6149066,83.5296744,Laterite,Chana Dal,Toor Dal,"Moong Dal, Winged Bean"
Andhra Pradesh,Parvathipuram Manyam,Garugubilli,18.7116263,83.4924244,Laterite,Chana Dal,Toor Dal,Moong Dal
Andhra Pradesh,Parvathipuram Manyam,Komarada,18.8992009,83.4603538,Laterite,Chana Dal,Toor Dal,Moong Dal
Andhra Pradesh,Parvathipuram Manyam,Makkuva,18.6611054,83.2673259,Laterite,"Chana Dal, Rajma","Toor Dal, Hyacinth Bean",Moong Dal
Andhra Pradesh,Parvathipuram Manyam,Pachipenta,18.4785757,83.1124329,Laterite,Chana Dal,Toor Dal,Moong Dal
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,18.7817162,83.4267518,Laterite,Chana Dal,"Toor Dal, Hyacinth Bean",Moong Dal
Andhra Pradesh,Parvathipuram Manyam,Salur,18.5163848,83.2050863,Laterite,Chana Dal,Toor Dal,Moong Dal
Andhra Pradesh,Parvathipuram Manyam,Seethanagaram,17.1766571,81.6925246,Laterite,Chana Dal,Toor Dal,Moong Dal
Andhra Pradesh,Parvathipuram Manyam,Chintur,13.9558573,80.0688587,Laterite,Chana Dal,Toor Dal,"Moong Dal, Winged Bean"
Andhra Pradesh,Polavaram,Etapaka,13.918853,78.1934911,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Polavaram,Kunavaram,17.2563226,81.848391,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Polavaram,Vararamachandrapuram,13.5428503,80.0331377,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Polavaram,Addateegala,17.4760584,82.0216407,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Polavaram,Devipatnam,17.3644905,81.6795209,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Polavaram,Gangavaram,13.217416,78.7457541,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Rice Bean"
Andhra Pradesh,Polavaram,Gurthedu,15.9065871,79.5786053,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Polavaram,Maredumilli,17.5983355,81.7135475,Red,Field Pea,"Lobia, Cluster Bean",Horse Gram
Andhra Pradesh,Polavaram,Rajavommangi,17.546866,82.233202,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Polavaram,Rampachodavaram,17.436699,81.7759679,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Polavaram,Y. Ramavaram,16.9006109,82.0052883,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Rice Bean"
Andhra Pradesh,Polavaram,Korisapadu,15.7570503,80.0353285,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,J. Panguluru,15.8191462,80.0926014,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Addanki,15.810707,79.9724245,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Ballikurava,15.9946393,80.0243251,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Santhamaguluru,16.1381138,79.9584397,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Mundlamuru Ongole,15.8027908,79.8338761,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Thallur,15.738336,79.881483,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Darsi,15.7699955,79.6794474,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Donakonda Kanigiri,15.48118787,79.88737266,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Kurichedu,15.9065871,79.5786053,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Gudluru,15.0725079,79.9052768,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Kandukuru,15.219717,79.9024779,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Lingasamudram,15.0834749,79.7007211,Red,"Field Pea, Rajma","Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Ulavapadu,15.1680594,80.0073768,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Winged Bean"
Andhra Pradesh,Prakasam,Marripudi,15.5132517,79.651614,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Ponnaluru,15.2757076,79.7988547,Red,"Field Pea, Rajma","Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Voletivaripalem,15.1686151,79.7315747,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Chimakurthi,15.5855375,79.8671813,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Kondapi,15.4128093,79.8562826,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Kotha Patnam,15.4400341,80.1707662,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Maddipadu,15.6216671,80.0227514,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Naguluppalapadu,15.48118787,79.88737266,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Ongole Urban,15.5057232,80.049922,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Ongole Rural,15.5057232,80.049922,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Santhanuthala Padu,15.48118787,79.88737266,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Singarayakonda,15.2476081,80.0205089,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Tangutur,15.3417343,80.0346878,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Prakasam,Zarugumilli,15.3153296,79.9871062,Red,Field Pea,"Lobia, Hyacinth Bean",Horse Gram
Andhra Pradesh,Prakasam,Ananthasagaram,14.5718811,79.4060896,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Anumasamudrampeta,14.6859124,79.6740663,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Atmakur,14.6167381,79.6245494,Red,"Field Pea, Rajma","Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Chejerla,14.5200441,79.567368,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Kaluvoya,14.5129543,79.4099,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Marripadu,14.6891874,79.3500759,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Winged Bean"
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Sangam,14.5856623,79.7498014,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Sitarampuramu,15.0162392,79.1370458,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Rice Bean"
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Udayagiri,14.8807462,79.3071196,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Gudur,14.1463424,79.8503809,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Chillakur,14.1279145,79.8618833,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Kota,14.0352299,80.0465067,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,"Allur mandal, Nellore district",14.53201252,79.72170864,Red,"Field Pea, Rajma","Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Bogolu,14.7373436,79.9584397,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Dagadarthi,14.671485,79.9346603,Red,Field Pea,"Lobia, Hyacinth Bean",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Duttaluru,14.8437763,79.4099,Red,Field Pea,"Lobia, Hyacinth Bean",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Jaladanki,14.8844203,79.9101748,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Kaligiri,14.8279227,79.6937075,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Kavali,14.9131806,79.9929798,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Kodavaluru,14.5657721,80.0038822,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Vidavaluru,14.5723259,80.0653482,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Vinjamuru,14.8388801,79.585628,Red,"Field Pea, Rajma","Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Buchireddypalem,14.5351281,79.8772834,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Indukurpet,14.4712684,80.0995833,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Kovur,14.5021374,79.9852855,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Manubolu,14.2058747,79.8730837,Red,Field Pea,"Lobia, Cluster Bean",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Muttukuru,14.2927358,80.0939978,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Nellore Urban,14.4425987,79.986456,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Nellore Rural,14.4425987,79.986456,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Podalakuru,14.3840902,79.7324067,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Rapuru,14.1998154,79.5336477,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Saidapuramu,14.1772875,79.7413896,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Thotapalligudur,14.3893245,80.0835241,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Venkatachalam,14.3258569,79.9231886,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Potti Sri Ramulu Nellore,Bathalapalle,14.5156193,77.7666649,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.0042293,77.5948946,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Dharmavaram,14.4124551,77.7201031,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Kanaganapalle,14.4456854,77.5261129,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Mudigubba,14.3486492,77.9938497,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Ramagiri,14.3103958,77.5060438,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Tadimarri,14.5612348,77.8588817,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Gandlapenta,14.0959658,78.271627,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Kadiri,14.1137566,78.1610702,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Lepakshi,13.8040549,77.6049218,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Rice Bean"
Andhra Pradesh,Sri Sathya Sai,Nallacheruvu,13.9868474,78.1859083,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Nambulapulakunta,14.0557623,78.4119492,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Tanakal,13.918853,78.1934911,Red,Field Pea,"Lobia, Hyacinth Bean","Horse Gram, Rice Bean"
Andhra Pradesh,Sri Sathya Sai,Agali,13.7859687,77.0528484,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Amarapuram,14.1281382,76.9801476,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Gudibanda,13.9753718,77.1043863,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Rice Bean"
Andhra Pradesh,Sri Sathya Sai,Madakasira,13.9402793,77.2717168,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Rolla,13.8419388,77.1039288,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Chilamathur,13.838947,77.7037131,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Gorantla,13.9837994,77.7723234,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Winged Bean"
Andhra Pradesh,Sri Sathya Sai,Hindupur,13.8222599,77.5009298,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Parigi,13.8865267,77.4658948,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Penukonda,14.0844312,77.5973233,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Roddam,14.0924206,77.4286011,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Winged Bean"
Andhra Pradesh,Sri Sathya Sai,Somandepalle,14.0088622,77.6076433,Red,Field Pea,"Lobia, Hyacinth Bean",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Talupula,14.2432607,78.2575816,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Amadagur,13.888319,78.0216792,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Bukkapatnam,14.2002078,77.8009872,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Kothacheruvu,14.1883776,77.7652346,Red,Field Pea,"Lobia, Cowpea","Horse Gram, Winged Bean"
Andhra Pradesh,Sri Sathya Sai,Nallamada,14.1416836,77.9831441,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Obuladevaracheruvu,13.79822,78.2632767,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,14.1669963,77.8091496,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Sri Sathya Sai,Ichchapuram,19.1153219,84.6851979,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Srikakulam,Kanchili,18.9811478,84.582481,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Kaviti,19.0093875,84.6884426,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Mandasa,18.8724406,84.4605822,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Palasa,18.7747161,84.4093876,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Sompeta,18.9456083,84.582481,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Vajrapukothuru,18.701265,84.4335137,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Amadalavalasa,18.4101166,83.902951,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Burja,18.5191398,83.8022149,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Etcherla,18.2820684,83.8247623,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Ganguvarisigadam,18.3795764,83.6906836,Alluvial + Sandy,"Chana Dal, Masoor Dal","Moong Dal, Cluster Bean","Moong Dal, Rice Bean"
Andhra Pradesh,Srikakulam,Gara,18.3314303,84.0544053,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Jalumuru,18.5105679,84.0418536,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Laveru,18.2380194,83.6959992,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Narasannapeta,18.4163638,84.0459255,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Polaki,18.3764255,84.099966,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Ponduru,18.3497368,83.7583918,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Ranastalam,18.2024216,83.6906836,Alluvial + Sandy,"Chana Dal, Masoor Dal","Moong Dal, Hyacinth Bean","Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Sarubujjili,18.5206315,83.8936796,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Srikakulam,18.2949165,83.8938018,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Hiramandalam,18.671752,83.9506104,Alluvial + Sandy,"Chana Dal, Masoor Dal","Moong Dal, Hyacinth Bean","Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Kotabommali,18.5184138,84.151428,Alluvial + Sandy,"Chana Dal, Masoor Dal","Moong Dal, Cluster Bean","Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Kothuru,18.784518,83.8860282,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Lakshminarsupeta,18.6174342,83.9625195,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Meliaputti,18.7749391,84.1738463,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Rice Bean"
Andhra Pradesh,Srikakulam,Nandigam,18.3667052,84.1441732,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Pathapatnam,18.7505231,84.0915781,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Santhabommali,18.5364165,84.208117,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Saravakota,18.5936781,84.0524237,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Tekkali,18.6057678,84.2301531,Alluvial + Sandy,"Chana Dal, Rajma",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Srikakulam,Balayapalle,14.0659022,79.6852904,Alluvial + Sandy,"Chana Dal, Masoor Dal",Moong Dal,"Moong Dal, Moth Bean"
Andhra Pradesh,Tirupati,Dakkili,14.1066823,79.5512119,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,K. V. B. Puram,13.4787911,78.8382644,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Nagalapuram,13.3857837,79.7988547,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Narayanavanam,13.4214205,79.5898413,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Pichatur,13.3991349,79.7413896,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Renigunta,13.6373232,79.5036674,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Srikalahasti,13.7527145,79.7066722,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Thottambedu,13.7168036,79.7231612,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Venkatagiri,13.9628978,79.5884369,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Yerpedu,13.6937091,79.5939606,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Buchinaidu Kandriga,13.7018417,79.8318098,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Chittamur,13.9558573,80.0688587,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Doravarisatram,14.2580848,79.9192702,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Naidupeta,13.9058635,79.8910459,Red,Field Pea,"Lobia, Hyacinth Bean",Horse Gram
Andhra Pradesh,Tirupati,Ozili,14.0036134,79.9066763,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Pellakuru,13.8305399,79.8096502,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Satyavedu,13.4322706,79.9612368,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Sullurpeta,13.7008756,80.0209065,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Tada,13.589852,80.0328027,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Vakadu,14.0025371,80.0709539,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Varadaiahpalem,13.601156,79.9346603,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Chandragiri,13.5881118,79.3155716,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Chinnagottigallu,13.6508356,79.0856885,Red,Field Pea,"Lobia, Hyacinth Bean",Horse Gram
Andhra Pradesh,Tirupati,Chitvel,14.1728215,79.3289523,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Kodur,13.9597733,79.3499861,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Obulavaripalle,14.0374777,79.2648481,Red,Field Pea,"Lobia, Hyacinth Bean",Horse Gram
Andhra Pradesh,Tirupati,Pakala,13.4505232,79.1164797,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Penagalur,14.3045947,79.2627341,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Pullampeta,14.1223474,79.2098667,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Puttur,13.4381376,79.5521971,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Ramachandrapuram,13.5428503,80.0331377,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Tirupati Rural,13.6287557,79.4191795,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Tirupati Urban,13.6287557,79.4191795,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Vadamalapeta,13.5492114,79.524513,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Yerravaripalem,13.6911704,79.1266288,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Tirupati,Anandapuram,17.9053509,83.3629107,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Bheemunipatnam,17.9287283,83.4265542,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Padmanabham,17.9914434,83.3375244,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Seethammadhara,17.1766571,81.6925246,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Visakhapatnam Rural,17.68780996,82.66058447,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Gajuwaka,17.6851243,83.2035471,Red + Laterite,Field Pea,"Lobia, Cluster Bean",Horse Gram
Andhra Pradesh,Visakhapatnam,Gopalapatnam,18.7505231,84.0915781,Red + Laterite,"Field Pea, Rajma","Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Maharanipeta,17.68780996,82.66058447,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Mulagada,15.6916334,78.4119492,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Pedagantyada,17.6665858,83.2063083,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Pendurthi,17.80552,83.2089126,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Visakhapatnam,Badangi,18.4940742,83.3663617,Red + Laterite,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Vizianagaram,Bobbili,18.5735047,83.3583654,Red,Field Pea,"Lobia, Cowpea",Horse Gram
Andhra Pradesh,Vizianagaram,Dattirajeru,18.3727725,83.3919275,Red,Field Pea,"Lobia, Cowpea",Horse Gram
